date,region,category,demand,revenue,year,month,month_name,year_month
2021-11-01,South,Electronics,747,62344.62,2021,11,November,2021-11
2021-11-01,North,Office Supplies,491,22643.61,2021,11,November,2021-11
2021-11-01,North,Furniture,654,76591.65,2021,11,November,2021-11
2021-11-01,North,Electronics,740,59873.55,2021,11,November,2021-11
2021-11-01,South,Furniture,542,62366.41,2021,11,November,2021-11
2021-12-01,West,Furniture,588,70826.97,2021,12,December,2021-12
2021-12-01,East,Electronics,769,61527.05,2021,12,December,2021-12
2021-12-01,West,Electronics,798,70068.89,2021,12,December,2021-12
2021-12-01,East,Office Supplies,527,24191.75,2021,12,December,2021-12
2021-12-01,East,Furniture,623,67448.41,2021,12,December,2021-12
2021-12-01,South,Office Supplies,513,23335.14,2021,12,December,2021-12
2021-12-01,West,Office Supplies,514,21034.26,2021,12,December,2021-12
2021-12-01,South,Electronics,738,67927.79,2021,12,December,2021-12
2021-12-01,North,Electronics,790,73655.52,2021,12,December,2021-12
2021-12-01,South,Furniture,635,72756.6,2021,12,December,2021-12
2021-12-01,North,Office Supplies,550,22366.03,2021,12,December,2021-12
2021-12-01,North,Furniture,650,78400.77,2021,12,December,2021-12
2022-01-01,West,Furniture,517,57158.67,2022,1,January,2022-01
2022-01-01,West,Electronics,618,53547.43,2022,1,January,2022-01
2022-01-01,East,Office Supplies,349,15693.59,2022,1,January,2022-01
2022-01-01,East,Furniture,460,52052.94,2022,1,January,2022-01
2022-01-01,East,Electronics,599,53283.28,2022,1,January,2022-01
2022-01-01,South,Office Supplies,415,18585.55,2022,1,January,2022-01
2022-01-01,West,Office Supplies,375,15441.09,2022,1,January,2022-01
2022-01-01,South,Electronics,566,46721.28,2022,1,January,2022-01
2022-01-01,North,Office Supplies,393,16937.61,2022,1,January,2022-01
2022-01-01,North,Furniture,480,58788.31,2022,1,January,2022-01
2022-01-01,North,Electronics,644,50172.48,2022,1,January,2022-01
2022-01-01,South,Furniture,448,54473.98,2022,1,January,2022-01
2022-02-01,West,Office Supplies,428,19219.26,2022,2,February,2022-02
2022-02-01,West,Furniture,528,60187.79,2022,2,February,2022-02
2022-02-01,West,Electronics,652,57179.95,2022,2,February,2022-02
2022-02-01,East,Office Supplies,396,18912.58,2022,2,February,2022-02
2022-02-01,East,Furniture,492,59534.77,2022,2,February,2022-02
2022-02-01,East,Electronics,603,48027.3,2022,2,February,2022-02
2022-02-01,South,Office Supplies,361,14918.05,2022,2,February,2022-02
2022-02-01,South,Electronics,609,53780.69,2022,2,February,2022-02
2022-02-01,North,Office Supplies,450,21462.63,2022,2,February,2022-02
2022-02-01,North,Furniture,570,67508.44,2022,2,February,2022-02
2022-02-01,South,Furniture,512,59731.65,2022,2,February,2022-02
2022-02-01,North,Electronics,649,57243.64,2022,2,February,2022-02
2022-03-01,West,Office Supplies,420,18201.8,2022,3,March,2022-03
2022-03-01,East,Electronics,661,50982.35,2022,3,March,2022-03
2022-03-01,West,Furniture,570,62454.07,2022,3,March,2022-03
2022-03-01,West,Electronics,656,57949.01,2022,3,March,2022-03
2022-03-01,East,Office Supplies,403,16600.61,2022,3,March,2022-03
2022-03-01,East,Furniture,491,60054.44,2022,3,March,2022-03
2022-03-01,South,Office Supplies,454,21837.83,2022,3,March,2022-03
2022-03-01,South,Electronics,684,63617.47,2022,3,March,2022-03
2022-03-01,North,Office Supplies,430,20992.41,2022,3,March,2022-03
2022-03-01,North,Furniture,556,67626.66,2022,3,March,2022-03
2022-03-01,North,Electronics,692,55062.29,2022,3,March,2022-03
2022-03-01,South,Furniture,524,67433.05,2022,3,March,2022-03
2022-04-01,West,Furniture,538,62682.88,2022,4,April,2022-04
2022-04-01,West,Electronics,721,64197.05,2022,4,April,2022-04
2022-04-01,East,Office Supplies,418,18514.15,2022,4,April,2022-04
2022-04-01,East,Furniture,559,68790.61,2022,4,April,2022-04
2022-04-01,East,Electronics,636,53842.42,2022,4,April,2022-04
2022-04-01,South,Office Supplies,480,22890.74,2022,4,April,2022-04
2022-04-01,West,Office Supplies,452,19474.49,2022,4,April,2022-04
2022-04-01,South,Electronics,695,53455.8,2022,4,April,2022-04
2022-04-01,North,Office Supplies,482,20531.58,2022,4,April,2022-04
2022-04-01,North,Furniture,571,70245.22,2022,4,April,2022-04
2022-04-01,North,Electronics,736,60292.23,2022,4,April,2022-04
2022-04-01,South,Furniture,542,70751.39,2022,4,April,2022-04
2022-05-01,West,Office Supplies,465,19612.74,2022,5,May,2022-05
2022-05-01,West,Furniture,552,62537.0,2022,5,May,2022-05
2022-05-01,West,Electronics,714,60844.01,2022,5,May,2022-05
2022-05-01,East,Office Supplies,455,20916.18,2022,5,May,2022-05
2022-05-01,East,Furniture,551,62571.63,2022,5,May,2022-05
2022-05-01,East,Electronics,639,59650.56,2022,5,May,2022-05
2022-05-01,South,Office Supplies,464,20743.87,2022,5,May,2022-05
2022-05-01,South,Electronics,697,61373.64,2022,5,May,2022-05
2022-05-01,North,Office Supplies,494,21715.72,2022,5,May,2022-05
2022-05-01,North,Furniture,564,61153.94,2022,5,May,2022-05
2022-05-01,North,Electronics,687,53047.11,2022,5,May,2022-05
2022-05-01,South,Furniture,588,76836.06,2022,5,May,2022-05
2022-06-01,West,Furniture,588,72750.77,2022,6,June,2022-06
2022-06-01,East,Electronics,723,56433.96,2022,6,June,2022-06
2022-06-01,West,Electronics,699,64829.51,2022,6,June,2022-06
2022-06-01,East,Office Supplies,443,21484.94,2022,6,June,2022-06
2022-06-01,East,Furniture,600,77435.44,2022,6,June,2022-06
2022-06-01,South,Office Supplies,498,22575.72,2022,6,June,2022-06
2022-06-01,West,Office Supplies,499,22683.4,2022,6,June,2022-06
2022-06-01,South,Electronics,684,54115.5,2022,6,June,2022-06
2022-06-01,North,Office Supplies,545,25486.48,2022,6,June,2022-06
2022-06-01,North,Furniture,628,82430.31,2022,6,June,2022-06
2022-06-01,North,Electronics,707,54780.71,2022,6,June,2022-06
2022-06-01,South,Furniture,555,62921.25,2022,6,June,2022-06
2022-07-01,West,Office Supplies,501,24201.13,2022,7,July,2022-07
2022-07-01,West,Furniture,577,74094.86,2022,7,July,2022-07
2022-07-01,West,Electronics,742,67846.04,2022,7,July,2022-07
2022-07-01,East,Office Supplies,459,19692.59,2022,7,July,2022-07
2022-07-01,East,Furniture,515,59918.92,2022,7,July,2022-07
2022-07-01,East,Electronics,731,66169.81,2022,7,July,2022-07
2022-07-01,South,Office Supplies,466,20949.64,2022,7,July,2022-07
2022-07-01,South,Furniture,536,68837.93,2022,7,July,2022-07
2022-07-01,South,Electronics,730,58577.47,2022,7,July,2022-07
2022-07-01,North,Office Supplies,484,19955.04,2022,7,July,2022-07
2022-07-01,North,Furniture,553,63171.45,2022,7,July,2022-07
2022-07-01,North,Electronics,700,57984.99,2022,7,July,2022-07
2022-07-01,West,Office Supplies,305,12671.12,2022,7,July,2022-07
2022-08-01,West,Furniture,563,71341.27,2022,8,August,2022-08
2022-08-01,West,Electronics,676,54699.66,2022,8,August,2022-08
2022-08-01,East,Office Supplies,430,19860.12,2022,8,August,2022-08
2022-08-01,East,Furniture,504,60570.33,2022,8,August,2022-08
2022-08-01,East,Electronics,655,59373.31,2022,8,August,2022-08
2022-08-01,West,Office Supplies,516,21394.82,2022,8,August,2022-08
2022-08-01,South,Furniture,530,61502.71,2022,8,August,2022-08
2022-08-01,South,Electronics,683,62477.29,2022,8,August,2022-08
2022-08-01,North,Office Supplies,509,21341.07,2022,8,August,2022-08
2022-08-01,North,Furniture,574,71361.62,2022,8,August,2022-08
2022-08-01,North,Electronics,713,62998.55,2022,8,August,2022-08
2022-08-01,South,Office Supplies,449,21189.02,2022,8,August,2022-08
2022-09-01,West,Furniture,619,77003.04,2022,9,September,2022-09
2022-09-01,West,Electronics,716,55073.27,2022,9,September,2022-09
2022-09-01,East,Office Supplies,439,20775.4,2022,9,September,2022-09
2022-09-01,East,Furniture,525,64523.54,2022,9,September,2022-09
2022-09-01,East,Electronics,679,55936.03,2022,9,September,2022-09
2022-09-01,West,Office Supplies,483,21499.84,2022,9,September,2022-09
2022-09-01,South,Furniture,552,63603.17,2022,9,September,2022-09
2022-09-01,South,Electronics,700,64703.02,2022,9,September,2022-09
2022-09-01,North,Office Supplies,517,21415.48,2022,9,September,2022-09
2022-09-01,North,Furniture,634,73673.93,2022,9,September,2022-09
2022-09-01,North,Electronics,727,67517.12,2022,9,September,2022-09
2022-09-01,South,Office Supplies,480,22499.3,2022,9,September,2022-09
2022-10-01,West,Office Supplies,525,21409.61,2022,10,October,2022-10
2022-10-01,West,Furniture,598,67642.48,2022,10,October,2022-10
2022-10-01,West,Electronics,716,59756.41,2022,10,October,2022-10
2022-10-01,East,Office Supplies,442,21815.26,2022,10,October,2022-10
2022-10-01,East,Furniture,572,70541.68,2022,10,October,2022-10
2022-10-01,East,Electronics,723,60468.37,2022,10,October,2022-10
2022-10-01,South,Office Supplies,529,22143.69,2022,10,October,2022-10
2022-10-01,South,Electronics,745,65611.02,2022,10,October,2022-10
2022-10-01,North,Office Supplies,501,20661.96,2022,10,October,2022-10
2022-10-01,North,Furniture,558,70908.09,2022,10,October,2022-10
2022-10-01,North,Electronics,709,56210.66,2022,10,October,2022-10
2022-10-01,South,Furniture,559,73128.79,2022,10,October,2022-10
2022-11-01,East,Furniture,635,75918.4,2022,11,November,2022-11
2022-11-01,West,Office Supplies,536,25555.43,2022,11,November,2022-11
2022-11-01,West,Furniture,649,74281.84,2022,11,November,2022-11
2022-11-01,West,Electronics,825,70007.11,2022,11,November,2022-11
2022-11-01,East,Office Supplies,506,21406.19,2022,11,November,2022-11
2022-11-01,East,Electronics,751,67620.89,2022,11,November,2022-11
2022-11-01,South,Office Supplies,582,23741.37,2022,11,November,2022-11
2022-11-01,South,Furniture,653,72580.87,2022,11,November,2022-11
2022-11-01,South,Electronics,778,70690.1,2022,11,November,2022-11
2022-11-01,North,Office Supplies,580,27514.21,2022,11,November,2022-11
2022-11-01,North,Furniture,700,83549.93,2022,11,November,2022-11
2022-11-01,North,Electronics,755,68851.54,2022,11,November,2022-11
2022-12-01,West,Office Supplies,586,26463.41,2022,12,December,2022-12
2022-12-01,West,Furniture,669,77493.66,2022,12,December,2022-12
2022-12-01,West,Electronics,773,68365.59,2022,12,December,2022-12
2022-12-01,East,Office Supplies,555,25565.19,2022,12,December,2022-12
2022-12-01,East,Furniture,644,84801.86,2022,12,December,2022-12
2022-12-01,East,Electronics,748,60299.84,2022,12,December,2022-12
2022-12-01,South,Office Supplies,587,23982.81,2022,12,December,2022-12
2022-12-01,South,Furniture,687,87054.18,2022,12,December,2022-12
2022-12-01,South,Electronics,727,59220.16,2022,12,December,2022-12
2022-12-01,North,Office Supplies,587,26943.41,2022,12,December,2022-12
2022-12-01,North,Furniture,637,69903.57,2022,12,December,2022-12
2022-12-01,North,Electronics,808,61971.62,2022,12,December,2022-12
2023-01-01,West,Furniture,545,63300.01,2023,1,January,2023-01
2023-01-01,West,Electronics,632,57705.69,2023,1,January,2023-01
2023-01-01,East,Office Supplies,402,18846.38,2023,1,January,2023-01
2023-01-01,East,Furniture,516,67322.05,2023,1,January,2023-01
2023-01-01,East,Electronics,659,50767.36,2023,1,January,2023-01
2023-01-01,West,Office Supplies,448,21429.37,2023,1,January,2023-01
2023-01-01,South,Furniture,494,55337.67,2023,1,January,2023-01
2023-01-01,South,Electronics,632,55755.61,2023,1,January,2023-01
2023-01-01,North,Office Supplies,417,19018.48,2023,1,January,2023-01
2023-01-01,North,Furniture,516,56701.12,2023,1,January,2023-01
2023-01-01,North,Electronics,658,50708.41,2023,1,January,2023-01
2023-01-01,South,Office Supplies,436,18068.32,2023,1,January,2023-01
2023-02-01,West,Furniture,541,61018.86,2023,2,February,2023-02
2023-02-01,West,Electronics,682,63724.5,2023,2,February,2023-02
2023-02-01,East,Office Supplies,468,19916.25,2023,2,February,2023-02
2023-02-01,East,Furniture,494,59258.61,2023,2,February,2023-02
2023-02-01,East,Electronics,655,57442.21,2023,2,February,2023-02
2023-02-01,West,Office Supplies,453,21119.79,2023,2,February,2023-02
2023-02-01,South,Furniture,512,66008.48,2023,2,February,2023-02
2023-02-01,South,Electronics,666,51632.31,2023,2,February,2023-02
2023-02-01,North,Office Supplies,514,21194.62,2023,2,February,2023-02
2023-02-01,North,Furniture,561,69253.13,2023,2,February,2023-02
2023-02-01,North,Electronics,722,60784.75,2023,2,February,2023-02
2023-02-01,South,Office Supplies,426,18093.47,2023,2,February,2023-02
2023-03-01,West,Office Supplies,519,21634.05,2023,3,March,2023-03
2023-03-01,West,Furniture,611,76738.37,2023,3,March,2023-03
2023-03-01,West,Electronics,656,52533.3,2023,3,March,2023-03
2023-03-01,East,Office Supplies,468,22796.87,2023,3,March,2023-03
2023-03-01,East,Furniture,539,63667.38,2023,3,March,2023-03
2023-03-01,East,Electronics,700,64268.35,2023,3,March,2023-03
2023-03-01,South,Office Supplies,499,23466.63,2023,3,March,2023-03
2023-03-01,South,Electronics,734,60780.82,2023,3,March,2023-03
2023-03-01,North,Office Supplies,481,20978.05,2023,3,March,2023-03
2023-03-01,North,Furniture,538,67493.21,2023,3,March,2023-03
2023-03-01,North,Electronics,708,64612.53,2023,3,March,2023-03
2023-03-01,South,Furniture,566,67086.15,2023,3,March,2023-03
2023-04-01,East,Furniture,524,59838.29,2023,4,April,2023-04
2023-04-01,West,Furniture,584,66380.48,2023,4,April,2023-04
2023-04-01,West,Electronics,748,58886.19,2023,4,April,2023-04
2023-04-01,East,Office Supplies,429,20360.88,2023,4,April,2023-04
2023-04-01,East,Electronics,675,62761.51,2023,4,April,2023-04
2023-04-01,West,Office Supplies,508,20910.03,2023,4,April,2023-04
2023-04-01,South,Furniture,597,69623.1,2023,4,April,2023-04
2023-04-01,South,Electronics,738,67381.43,2023,4,April,2023-04
2023-04-01,North,Office Supplies,509,21747.07,2023,4,April,2023-04
2023-04-01,North,Furniture,607,69016.53,2023,4,April,2023-04
2023-04-01,North,Electronics,744,59188.63,2023,4,April,2023-04
2023-04-01,South,Office Supplies,405,18563.81,2023,4,April,2023-04
2023-05-01,West,Office Supplies,514,25149.74,2023,5,May,2023-05
2023-05-01,West,Furniture,603,72811.09,2023,5,May,2023-05
2023-05-01,West,Electronics,742,58174.75,2023,5,May,2023-05
2023-05-01,East,Office Supplies,514,21769.22,2023,5,May,2023-05
2023-05-01,East,Furniture,633,80603.74,2023,5,May,2023-05
2023-05-01,East,Electronics,696,63232.22,2023,5,May,2023-05
2023-05-01,South,Office Supplies,495,23328.17,2023,5,May,2023-05
2023-05-01,South,Furniture,585,63694.87,2023,5,May,2023-05
2023-05-01,South,Electronics,713,63111.35,2023,5,May,2023-05
2023-05-01,North,Office Supplies,486,22382.39,2023,5,May,2023-05
2023-05-01,North,Furniture,584,74689.63,2023,5,May,2023-05
2023-05-01,North,Electronics,752,61836.25,2023,5,May,2023-05
2023-06-01,West,Furniture,639,83498.6,2023,6,June,2023-06
2023-06-01,West,Electronics,799,63529.73,2023,6,June,2023-06
2023-06-01,East,Office Supplies,478,23093.75,2023,6,June,2023-06
2023-06-01,East,Furniture,556,69034.28,2023,6,June,2023-06
2023-06-01,East,Electronics,746,59628.91,2023,6,June,2023-06
2023-06-01,West,Office Supplies,539,25143.94,2023,6,June,2023-06
2023-06-01,South,Furniture,663,73826.13,2023,6,June,2023-06
2023-06-01,South,Electronics,745,63522.52,2023,6,June,2023-06
2023-06-01,North,Office Supplies,566,25239.44,2023,6,June,2023-06
2023-06-01,North,Furniture,628,75469.04,2023,6,June,2023-06
2023-06-01,North,Electronics,781,63944.1,2023,6,June,2023-06
2023-06-01,South,Office Supplies,511,20833.35,2023,6,June,2023-06
2023-07-01,West,Furniture,628,79999.85,2023,7,July,2023-07
2023-07-01,West,Electronics,738,61527.34,2023,7,July,2023-07
2023-07-01,East,Office Supplies,520,25171.45,2023,7,July,2023-07
2023-07-01,East,Furniture,574,72770.14,2023,7,July,2023-07
2023-07-01,East,Electronics,693,63272.85,2023,7,July,2023-07
2023-07-01,West,Office Supplies,471,22306.83,2023,7,July,2023-07
2023-07-01,South,Furniture,631,69762.24,2023,7,July,2023-07
2023-07-01,South,Electronics,748,65600.39,2023,7,July,2023-07
2023-07-01,North,Office Supplies,551,23385.03,2023,7,July,2023-07
2023-07-01,North,Furniture,608,73990.34,2023,7,July,2023-07
2023-07-01,North,Electronics,807,73656.01,2023,7,July,2023-07
2023-07-01,South,Office Supplies,463,21492.74,2023,7,July,2023-07
2023-08-01,West,Office Supplies,481,21554.88,2023,8,August,2023-08
2023-08-01,West,Furniture,607,73117.98,2023,8,August,2023-08
2023-08-01,West,Electronics,738,62272.0,2023,8,August,2023-08
2023-08-01,East,Office Supplies,506,23314.16,2023,8,August,2023-08
2023-08-01,East,Furniture,513,56305.19,2023,8,August,2023-08
2023-08-01,East,Electronics,662,53200.69,2023,8,August,2023-08
2023-08-01,South,Office Supplies,456,20309.44,2023,8,August,2023-08
2023-08-01,South,Electronics,700,57910.89,2023,8,August,2023-08
2023-08-01,North,Office Supplies,500,21710.64,2023,8,August,2023-08
2023-08-01,North,Furniture,634,70301.1,2023,8,August,2023-08
2023-08-01,North,Electronics,717,64819.08,2023,8,August,2023-08
2023-08-01,South,Furniture,615,72155.12,2023,8,August,2023-08
2023-09-01,East,Furniture,572,65301.03,2023,9,September,2023-09
2023-09-01,West,Furniture,636,79619.32,2023,9,September,2023-09
2023-09-01,West,Electronics,709,60737.01,2023,9,September,2023-09
2023-09-01,East,Office Supplies,462,22049.98,2023,9,September,2023-09
2023-09-01,East,Electronics,689,58399.52,2023,9,September,2023-09
2023-09-01,West,Office Supplies,476,20445.92,2023,9,September,2023-09
2023-09-01,South,Furniture,621,70696.86,2023,9,September,2023-09
2023-09-01,North,Electronics,716,61835.86,2023,9,September,2023-09
2023-09-01,North,Furniture,579,69946.94,2023,9,September,2023-09
2023-09-01,South,Office Supplies,518,25300.84,2023,9,September,2023-09
2023-09-01,South,Electronics,746,66176.24,2023,9,September,2023-09
2023-09-01,North,Office Supplies,574,27446.88,2023,9,September,2023-09
2023-10-01,West,Furniture,620,76051.4,2023,10,October,2023-10
2023-10-01,West,Electronics,785,71852.24,2023,10,October,2023-10
2023-10-01,East,Office Supplies,523,25037.42,2023,10,October,2023-10
2023-10-01,East,Furniture,648,79830.77,2023,10,October,2023-10
2023-10-01,East,Electronics,746,57619.56,2023,10,October,2023-10
2023-10-01,West,Office Supplies,531,23469.81,2023,10,October,2023-10
2023-10-01,South,Furniture,585,76699.49,2023,10,October,2023-10
2023-10-01,South,Electronics,723,56623.12,2023,10,October,2023-10
2023-10-01,North,Office Supplies,568,26628.64,2023,10,October,2023-10
2023-10-01,North,Furniture,649,80701.09,2023,10,October,2023-10
2023-10-01,North,Electronics,757,60241.71,2023,10,October,2023-10
2023-10-01,South,Office Supplies,552,24758.25,2023,10,October,2023-10
2023-11-01,West,Office Supplies,552,24823.94,2023,11,November,2023-11
2023-11-01,West,Furniture,664,81185.57,2023,11,November,2023-11
2023-11-01,West,Electronics,806,69149.85,2023,11,November,2023-11
2023-11-01,East,Office Supplies,561,25785.72,2023,11,November,2023-11
2023-11-01,East,Furniture,662,73016.71,2023,11,November,2023-11
2023-11-01,East,Electronics,798,63987.29,2023,11,November,2023-11
2023-11-01,South,Office Supplies,640,26887.76,2023,11,November,2023-11
2023-11-01,South,Electronics,835,65233.62,2023,11,November,2023-11
2023-11-01,North,Office Supplies,597,27765.25,2023,11,November,2023-11
2023-11-01,North,Electronics,790,70917.46,2023,11,November,2023-11
2023-11-01,South,Furniture,647,78984.86,2023,11,November,2023-11
2023-11-01,North,Furniture,676,77466.45,2023,11,November,2023-11
2023-12-01,West,Office Supplies,630,29310.99,2023,12,December,2023-12
2023-12-01,East,Electronics,811,62973.67,2023,12,December,2023-12
2023-12-01,West,Furniture,654,75858.8,2023,12,December,2023-12
2023-12-01,West,Electronics,796,69701.67,2023,12,December,2023-12
2023-12-01,East,Office Supplies,597,28907.16,2023,12,December,2023-12
2023-12-01,East,Furniture,658,83703.23,2023,12,December,2023-12
2023-12-01,South,Office Supplies,582,25430.47,2023,12,December,2023-12
2023-12-01,South,Electronics,876,68196.71,2023,12,December,2023-12
2023-12-01,North,Office Supplies,651,27971.81,2023,12,December,2023-12
2023-12-01,North,Furniture,771,96546.43,2023,12,December,2023-12
2023-12-01,North,Electronics,832,69704.46,2023,12,December,2023-12
2023-12-01,South,Furniture,684,77592.79,2023,12,December,2023-12
2024-01-01,West,Furniture,589,70976.26,2024,1,January,2024-01
2024-01-01,West,Electronics,676,62367.1,2024,1,January,2024-01
2024-01-01,East,Office Supplies,404,19970.67,2024,1,January,2024-01
2024-01-01,East,Furniture,560,71170.85,2024,1,January,2024-01
2024-01-01,East,Electronics,634,55667.42,2024,1,January,2024-01
2024-01-01,West,Office Supplies,469,21626.66,2024,1,January,2024-01
2024-01-01,South,Furniture,550,60676.13,2024,1,January,2024-01
2024-01-01,South,Electronics,677,59731.77,2024,1,January,2024-01
2024-01-01,North,Office Supplies,496,20870.55,2024,1,January,2024-01
2024-01-01,North,Furniture,582,63696.07,2024,1,January,2024-01
2024-01-01,North,Electronics,747,63053.15,2024,1,January,2024-01
2024-01-01,South,Office Supplies,415,18489.64,2024,1,January,2024-01
2024-02-01,West,Office Supplies,482,23329.65,2024,2,February,2024-02
2024-02-01,West,Furniture,577,67586.87,2024,2,February,2024-02
2024-02-01,West,Electronics,775,65834.99,2024,2,February,2024-02
2024-02-01,East,Office Supplies,466,22728.93,2024,2,February,2024-02
2024-02-01,East,Furniture,559,66371.67,2024,2,February,2024-02
2024-02-01,East,Electronics,624,51947.18,2024,2,February,2024-02
2024-02-01,South,Office Supplies,438,21432.49,2024,2,February,2024-02
2024-02-01,South,Electronics,722,58953.6,2024,2,February,2024-02
2024-02-01,North,Office Supplies,520,21229.23,2024,2,February,2024-02
2024-02-01,North,Furniture,581,74266.69,2024,2,February,2024-02
2024-02-01,North,Electronics,725,57036.57,2024,2,February,2024-02
2024-02-01,South,Furniture,543,59786.16,2024,2,February,2024-02
2024-03-01,East,Furniture,598,75560.55,2024,3,March,2024-03
2024-03-01,West,Furniture,588,63868.26,2024,3,March,2024-03
2024-03-01,West,Electronics,698,55133.87,2024,3,March,2024-03
2024-03-01,West,Office Supplies,510,21275.41,2024,3,March,2024-03
2024-03-01,East,Electronics,704,61111.64,2024,3,March,2024-03
2024-03-01,East,Office Supplies,485,21382.66,2024,3,March,2024-03
2024-03-01,South,Furniture,596,73536.46,2024,3,March,2024-03
2024-03-01,South,Electronics,704,62173.17,2024,3,March,2024-03
2024-03-01,North,Office Supplies,525,22082.4,2024,3,March,2024-03
2024-03-01,North,Furniture,629,72531.44,2024,3,March,2024-03
2024-03-01,North,Electronics,757,68077.4,2024,3,March,2024-03
2024-03-01,South,Office Supplies,505,24190.67,2024,3,March,2024-03
2024-04-01,West,Office Supplies,522,21433.65,2024,4,April,2024-04
2024-04-01,West,Furniture,603,75140.96,2024,4,April,2024-04
2024-04-01,West,Electronics,741,59699.45,2024,4,April,2024-04
2024-04-01,East,Office Supplies,504,24873.97,2024,4,April,2024-04
2024-04-01,East,Furniture,632,83346.13,2024,4,April,2024-04
2024-04-01,East,Electronics,714,55326.99,2024,4,April,2024-04
2024-04-01,South,Office Supplies,537,24890.92,2024,4,April,2024-04
2024-04-01,South,Furniture,576,70773.18,2024,4,April,2024-04
2024-04-01,South,Electronics,685,53632.97,2024,4,April,2024-04
2024-04-01,North,Office Supplies,547,24317.22,2024,4,April,2024-04
2024-04-01,North,Furniture,650,76946.97,2024,4,April,2024-04
2024-04-01,North,Electronics,767,71268.86,2024,4,April,2024-04
2024-05-01,West,Furniture,625,75529.65,2024,5,May,2024-05
2024-05-01,West,Electronics,697,56399.03,2024,5,May,2024-05
2024-05-01,East,Office Supplies,504,20499.06,2024,5,May,2024-05
2024-05-01,East,Furniture,631,68315.06,2024,5,May,2024-05
2024-05-01,East,Electronics,755,67631.53,2024,5,May,2024-05
2024-05-01,West,Office Supplies,561,23807.05,2024,5,May,2024-05
2024-05-01,South,Furniture,592,69161.12,2024,5,May,2024-05
2024-05-01,South,Electronics,718,60127.77,2024,5,May,2024-05
2024-05-01,North,Office Supplies,592,26784.08,2024,5,May,2024-05
2024-05-01,North,Furniture,655,80411.25,2024,5,May,2024-05
2024-05-01,North,Electronics,789,71276.28,2024,5,May,2024-05
2024-05-01,South,Office Supplies,534,23617.31,2024,5,May,2024-05
2024-06-01,West,Furniture,669,72868.97,2024,6,June,2024-06
2024-06-01,West,Electronics,809,67906.86,2024,6,June,2024-06
2024-06-01,East,Office Supplies,511,23860.23,2024,6,June,2024-06
2024-06-01,East,Furniture,575,72933.23,2024,6,June,2024-06
2024-06-01,East,Electronics,712,60029.14,2024,6,June,2024-06
2024-06-01,West,Office Supplies,546,26544.26,2024,6,June,2024-06
2024-06-01,South,Furniture,628,78937.45,2024,6,June,2024-06
2024-06-01,South,Electronics,766,64956.88,2024,6,June,2024-06
2024-06-01,North,Office Supplies,609,25202.09,2024,6,June,2024-06
2024-06-01,North,Furniture,681,82503.85,2024,6,June,2024-06
2024-06-01,North,Electronics,795,62300.58,2024,6,June,2024-06
2024-06-01,South,Office Supplies,525,23511.69,2024,6,June,2024-06
2024-07-01,West,Office Supplies,555,22968.99,2024,7,July,2024-07
2024-07-01,West,Furniture,601,67419.35,2024,7,July,2024-07
2024-07-01,West,Electronics,733,65727.46,2024,7,July,2024-07
2024-07-01,East,Office Supplies,472,20601.54,2024,7,July,2024-07
2024-07-01,East,Furniture,605,65515.82,2024,7,July,2024-07
2024-07-01,East,Electronics,720,55952.18,2024,7,July,2024-07
2024-07-01,South,Office Supplies,511,23823.87,2024,7,July,2024-07
2024-07-01,South,Electronics,794,67738.47,2024,7,July,2024-07
2024-07-01,North,Office Supplies,591,24290.02,2024,7,July,2024-07
2024-07-01,North,Furniture,628,81315.21,2024,7,July,2024-07
2024-07-01,North,Electronics,835,73237.03,2024,7,July,2024-07
2024-07-01,South,Furniture,633,76145.68,2024,7,July,2024-07
2024-08-01,East,Furniture,646,84783.45,2024,8,August,2024-08
2024-08-01,West,Furniture,658,83883.47,2024,8,August,2024-08
2024-08-01,West,Electronics,771,66870.36,2024,8,August,2024-08
2024-08-01,East,Office Supplies,477,23525.51,2024,8,August,2024-08
2024-08-01,East,Electronics,728,56211.19,2024,8,August,2024-08
2024-08-01,West,Office Supplies,539,25014.08,2024,8,August,2024-08
2024-08-01,South,Furniture,596,73165.15,2024,8,August,2024-08
2024-08-01,North,Electronics,793,64237.59,2024,8,August,2024-08
2024-08-01,North,Furniture,650,70526.74,2024,8,August,2024-08
2024-08-01,South,Office Supplies,508,24115.63,2024,8,August,2024-08
2024-08-01,South,Electronics,714,59256.98,2024,8,August,2024-08
2024-08-01,North,Office Supplies,568,26197.28,2024,8,August,2024-08
2024-09-01,West,Furniture,659,83452.29,2024,9,September,2024-09
2024-09-01,West,Electronics,783,66029.74,2024,9,September,2024-09
2024-09-01,East,Office Supplies,520,24593.6,2024,9,September,2024-09
2024-09-01,East,Furniture,599,76861.49,2024,9,September,2024-09
2024-09-01,East,Electronics,769,70089.19,2024,9,September,2024-09
2024-09-01,West,Office Supplies,576,26729.54,2024,9,September,2024-09
2024-09-01,South,Furniture,629,81321.02,2024,9,September,2024-09
2024-09-01,South,Electronics,710,61713.18,2024,9,September,2024-09
2024-09-01,North,Office Supplies,541,24049.96,2024,9,September,2024-09
2024-09-01,North,Furniture,637,72229.92,2024,9,September,2024-09
2024-09-01,North,Electronics,780,71976.39,2024,9,September,2024-09
2024-09-01,South,Office Supplies,537,24869.7,2024,9,September,2024-09
2024-10-01,West,Office Supplies,551,23538.78,2024,10,October,2024-10
